DATE,CALLSIGN,TYPE,ROTA
28/08/2019,DLH892,A320,73
28/08/2019,BTI408,DH8D,
28/08/2019,BTI4UJ,BCS3,86
28/08/2019,AFL2118,SU95,68
28/08/2019,LOT87G,CRJ9,76
28/08/2019,ART434,A320,81
28/08/2019,WRC7002,A320,
28/08/2019,AFL2119,SU95,
29/08/2019,WZZ2598,A320,62
29/08/2019,MYX447,A320,
29/08/2019,BTI411,B733,57
29/08/2019,BTI409,DH8D,61
29/08/2019,BTI447,B735,64
29/08/2019,BTI407,BCS3,65
29/08/2019,LOT79M,CRJ9,
29/08/2019,BTI35T,DH8D,61
29/08/2019,BTI6BA,DH8D,65
29/08/2019,AUI188,E145,
29/08/2019,BTI3WX,DH8D,66
29/08/2019,BTI03X,DH8D,70
29/08/2019,BTI32M,BCS3,53
29/08/2019,DLH893,A320,
29/08/2019,BTI455,DH8D,61
29/08/2019,BTI725,BCS3,57
29/08/2019,BTI612,BCS3,53
29/08/2019,BTI36V,BCS3,64
29/08/2019,WZZ4AL,A320,
29/08/2019,BTI427,BCS3,70
29/08/2019,BTI35G,BCS3,66
29/08/2019,BTI733,BCS3,67
29/08/2019,BTI7717,BCS3,
29/08/2019,BTI479,BCS3,
29/08/2019,BTI400,B733,
29/08/2019,BTI424,BCS3,
29/08/2019,BTI24E,DH8D,
29/08/2019,BTI60K,BCS3,
29/08/2019,BTI8GJ,BCS3,
29/08/2019,BTI2NY,DH8D,
29/08/2019,WZZ8RU,A320,
29/08/2019,BTI74A,BCS3,
29/08/2019,BTI7PY,BCS3,
29/08/2019,BTI8LQ,BCS3,
29/08/2019,BTI221,B733,
29/08/2019,BTI442,DH8D,
29/08/2019,BTI7KP,DH8D,
29/08/2019,BTI30W,DH8D,
29/08/2019,BTI44T,BCS3,
29/08/2019,BTI1M1,B735,
29/08/2019,BTI32A,DH8D,
29/08/2019,BTI629,BCS3,
29/08/2019,BTI15P,B733,
29/08/2019,BCS5780,B752,74
29/08/2019,TAY987A,B734,61
29/08/2019,FIN3PU,AT75,63
29/08/2019,MYX9774,A320,71
29/08/2019,SVW42LX,GLF6,
29/08/2019,VAS8204,B738,90
29/08/2019,TIE667S,BE40,
29/08/2019,RYR9UB,B738,72
29/08/2019,FIN1RM,AT75,
29/08/2019,BRU842,CRJ2,
29/08/2019,BTI32J,DH8D,68
29/08/2019,BTI30Y,DH8D,59
29/08/2019,RYR8EM,B738,69
29/08/2019,RYR82UE,B738,
29/08/2019,AFL2682,A320,79
29/08/2019,BTI1M2,B735,59
29/08/2019,BTI443,DH8D,64
29/08/2019,BTI401,B733,59
29/08/2019,VAS8205,B738,
29/08/2019,BTI31T,DH8D,63
29/08/2019,BTI97T,BCS3,57
29/08/2019,MYX448,A320,77
29/08/2019,BTI3G2,DH8D,57
29/08/2019,BTI13G,DH8D,59
29/08/2019,UTA715,B735,74
29/08/2019,BTI74C,DH8D,62
29/08/2019,RYR6DK,B738,
29/08/2019,RYR4WD,B738,
29/08/2019,BTI25K,DH8D,72
29/08/2019,BTI425,BCS3,73
29/08/2019,AFL2683,A320,
29/08/2019,BTI1F5,DH8D,
29/08/2019,WZZ3TK,A320,76
29/08/2019,BTI1R2,B733,65
29/08/2019,BTI34H,DH8D,
29/08/2019,BTI9HP,BCS3,70
29/08/2019,BTI30K,DH8D,
29/08/2019,BTI4YE,DH8D,
29/08/2019,NAX7PA,B738,59
29/08/2019,RYR4UW,B738,60
29/08/2019,BTI222,B733,70
29/08/2019,BTI448,DH8D,
29/08/2019,WZZ463,A320,67
29/08/2019,UTA716,B735,
29/08/2019,BTI491,B733,
29/08/2019,BTI1T9,B735,
29/08/2019,BTI60L,BCS3,66
29/08/2019,BTI12H,DH8D,
29/08/2019,MYX441,A320,
29/08/2019,BTI7LZ,BCS3,63
29/08/2019,WZZ5FY,A320,
29/08/2019,BTI1A5,DH8D,
29/08/2019,BTI8EP,BCS3,
29/08/2019,AFL2100,SU95,77
29/08/2019,LOT7LK,CRJ9,72
29/08/2019,NAX8MT,B738,
29/08/2019,BTI6RZ,BCS3,64
29/08/2019,RYR26N,B738,
29/08/2019,BTI402,B733,
29/08/2019,BTI428,BCS3,
29/08/2019,BTI37F,DH8D,
29/08/2019,DLH890,A320,62
29/08/2019,WZZ1541,A320,
29/08/2019,NAX72R,B738,57
29/08/2019,BTI6ER,B733,
29/08/2019,FIN1KE,AT75,62
29/08/2019,BTI683,BCS3,
29/08/2019,BTI628,B733,64
29/08/2019,BTI412,DH8D,
29/08/2019,BTI69R,BCS3,54
29/08/2019,BTI03K,DH8D,
29/08/2019,BTI9KV,BCS3,
29/08/2019,LOT4EW,CRJ9,
29/08/2019,BTI65T,BCS3,65
29/08/2019,BTI630,BCS3,64
29/08/2019,BTI34G,DH8D,58
29/08/2019,BTI31J,DH8D,59
29/08/2019,AFL2101,SU95,
29/08/2019,BTI696,BCS3,66
29/08/2019,NAX3RG,B738,
29/08/2019,BTI7718,BCS3,67
29/08/2019,FIN2NP,AT75,
29/08/2019,DLH891,A320,
29/08/2019,AME3128,C130,85
29/08/2019,BTI1F6,DH8D,62
29/08/2019,BTI97H,BCS3,70
29/08/2019,BTI1F7,DH8D,
29/08/2019,RYR4096,B738,65
29/08/2019,BTI3P5,DH8D,
29/08/2019,BTI2TU,BCS3,89
29/08/2019,WZZ6279,A320,63
29/08/2019,AUI185,E145,69
29/08/2019,N121SA,GLEX,75
29/08/2019,BTI34V,DH8D,
29/08/2019,BTI449,DH8D,62
29/08/2019,BTI31C,DH8D,
29/08/2019,RYR8257,B738,
29/08/2019,RYR2MB,B738,
29/08/2019,BTI6BL,BCS3,
29/08/2019,BTI2WT,BCS3,
29/08/2019,BTI84F,BCS3,
29/08/2019,BTI2BZ,DH8D,71
29/08/2019,WZZ6280,A320,
29/08/2019,BTI413,DH8D,71
29/08/2019,BTI12G,DH8D,69
29/08/2019,BTI3TG,B733,
29/08/2019,AUI1RI,E145,
29/08/2019,BTI6D9,BCS3,
29/08/2019,BTI6C3,BCS3,
29/08/2019,BTI6JK,BCS3,
29/08/2019,BTI403,B733,61
29/08/2019,T7CCM,CL60,63
29/08/2019,BTI16C,B735,60
29/08/2019,WZZ8HR,A320,59
29/08/2019,N775RP,CL60,68
29/08/2019,BTI6CV,BCS3,
29/08/2019,BTI1B6,DH8D,60
29/08/2019,BTI429,BCS3,65
29/08/2019,BTI6FV,B733,58
29/08/2019,FIN8ZE,AT75,69
29/08/2019,BTI492,B733,51
29/08/2019,BTI34L,DH8D,61
29/08/2019,BTI31B,DH8D,54
29/08/2019,BTI3R6,DH8D,65
29/08/2019,LOT781,CRJ9,62
29/08/2019,BTI1F8,DH8D,63
29/08/2019,WZZ938,A320,
29/08/2019,WZZ1060,A320,63
29/08/2019,BTI7EU,DH8D,
29/08/2019,BTI84W,B735,
29/08/2019,BTI223,BCS3,
29/08/2019,BTI1P9,B733,
29/08/2019,BTI9JT,DH8D,
29/08/2019,BTI404,DH8D,
29/08/2019,BTI24X,DH8D,
29/08/2019,THY54P,B738,65
29/08/2019,BTI15M,B733,
29/08/2019,CIG1805,H25B,
29/08/2019,BTI467,DH8D,
29/08/2019,BTI6UQ,B735,
29/08/2019,LOT782,CRJ9,
29/08/2019,BTI1X9,DH8D,
29/08/2019,BTI422,BCS3,
29/08/2019,BTI444,B733,
29/08/2019,BTI69J,DH8D,
29/08/2019,WZZ2PC,A320,
29/08/2019,VPC10,G150,
29/08/2019,RYR52EH,B738,68
29/08/2019,UTA713,B735,80
29/08/2019,SRN6911,AT72,
29/08/2019,AFL2680,A320,77
29/08/2019,PCH124,PC24,92
29/08/2019,MYX442,A320,76
29/08/2019,BCS5781,B752,
29/08/2019,RYR628Y,B738,
29/08/2019,PCH124,PC24,
29/08/2019,AFL2681,A320,
29/08/2019,RYR4YT,B738,63
29/08/2019,BTI7CP,DH8D,59
29/08/2019,BTI6GB,BCS3,77
29/08/2019,BTI11X,DH8D,68
29/08/2019,BTI2PG,DH8D,72
29/08/2019,BTI62D,BCS3,65
29/08/2019,BTI49E,B733,63
29/08/2019,BTI14B,B733,57
29/08/2019,BTI684,BCS3,62
29/08/2019,BTI468,DH8D,65
29/08/2019,TAY589C,B734,
29/08/2019,RYR37FR,B738,66
29/08/2019,BTI15L,B733,57
29/08/2019,RYR90QK,B738,65
29/08/2019,RYR2D,B738,
29/08/2019,BTI7QX,BCS3,70
29/08/2019,BTI79M,DH8D,64
29/08/2019,BTI3FT,BCS3,61
29/08/2019,BTI7KJ,BCS3,65
29/08/2019,BTI445,B733,81
29/08/2019,BTI6BM,BCS3,63
29/08/2019,BTI4HE,BCS3,66
29/08/2019,BTI6C4,BCS3,68
29/08/2019,BTI4LF,DH8D,60
29/08/2019,BTI2J4,B735,63
29/08/2019,RYR317K,B738,66
29/08/2019,BTI37D,DH8D,67
29/08/2019,BTI484,DH8D,75
29/08/2019,BTI4UJ,B735,62
29/08/2019,CKS203,B744,114
29/08/2019,RYR6AD,B738,
29/08/2019,BTI7TX,BCS3,58
29/08/2019,BTI405,DH8D,65
29/08/2019,BTI434,BCS3,75
29/08/2019,NAX1074,B738,63
29/08/2019,IBK2LY,B738,70
29/08/2019,SAS1764,B737,67
29/08/2019,BTI224,BCS3,71
29/08/2019,BTI423,BCS3,83
29/08/2019,VPC10,G150,66
29/08/2019,JTG9833,B737,78
29/08/2019,BTI4DM,BCS3,
29/08/2019,RYR3171,B738,
29/08/2019,BTI724,BCS3,
29/08/2019,BTI4TH,DH8D,
29/08/2019,BTI35Z,DH8D,
29/08/2019,BTI657,BCS3,
29/08/2019,NAX1075,B738,
29/08/2019,WZZ371,A320,73
29/08/2019,BTI3LR,B733,
29/08/2019,DLH892,A319,72
29/08/2019,IBK1WA,B738,
29/08/2019,BTI36D,BCS3,
29/08/2019,BTI03Q,DH8D,
29/08/2019,BTI454,DH8D,
29/08/2019,BTI426,BCS3,
29/08/2019,BTI746,BCS3,
29/08/2019,BTI450,B733,
29/08/2019,AXY3016,CRJ2,59
29/08/2019,SAS1765,B737,
29/08/2019,BTI32B,BCS3,
29/08/2019,BTI446,BCS3,
29/08/2019,BTI771,BCS3,
29/08/2019,JTG834,B737,
29/08/2019,WZZ5KC,A320,68
29/08/2019,AFL2118,SU95,79
29/08/2019,LOT87G,CRJ9,59
29/08/2019,CKS231,B744,
29/08/2019,AFL2119,SU95,
30/08/2019,MYX453,A320,
30/08/2019,BTI411,B733,61
30/08/2019,BTI451,B733,67
30/08/2019,BTI03X,DH8D,54
30/08/2019,AUI188,E145,
30/08/2019,BTI6BA,DH8D,62
30/08/2019,BTI35T,DH8D,57
30/08/2019,BTI3WX,DH8D,63
30/08/2019,BTI447,BCS3,55
30/08/2019,DLH893,A319,
30/08/2019,BTI455,DH8D,58
30/08/2019,LOT79M,CRJ9,
30/08/2019,BTI32M,BCS3,63
30/08/2019,BTI427,BCS3,60
30/08/2019,WZZ4AL,A320,
30/08/2019,BTI36V,BCS3,61
30/08/2019,BTI725,BCS3,58
30/08/2019,BTI35G,B733,57
30/08/2019,BTI7QT,BCS3,63
30/08/2019,BTI658,BCS3,66
30/08/2019,WZZ2541,A320,
30/08/2019,BTI2ZH,BCS3,
30/08/2019,BTI24E,B735,
30/08/2019,BTI8GJ,BCS3,
30/08/2019,BTI424,BCS3,
30/08/2019,BTI2NY,DH8D,
30/08/2019,BTI8LQ,BCS3,
30/08/2019,BTI31G,DH8D,
30/08/2019,BTI221,B733,
30/08/2019,BTI3ZB,DH8D,
30/08/2019,BTI6RV,BCS3,
30/08/2019,BTI13F,B733,
30/08/2019,BTI6A1,BCS3,
30/08/2019,BTI15P,B733,
30/08/2019,BTI30W,DH8D,
30/08/2019,BTI629,BCS3,
30/08/2019,BTI442,DH8D,
30/08/2019,BTI6G1,BCS3,
30/08/2019,BTI1M1,DH8D,
30/08/2019,BTI3AK,BCS3,
30/08/2019,BCS5780,B752,91
30/08/2019,FIN3PU,E190,59
30/08/2019,IBK2LY,B734,57
30/08/2019,SRN6912,AT72,62
30/08/2019,MRLIV,CL60,
30/08/2019,NTF68A,M600,
30/08/2019,IBK21C,B734,
30/08/2019,BTI32J,DH8D,71
30/08/2019,RYR5MQ,B738,65
30/08/2019,FIN1RM,E190,
30/08/2019,AFL2682,A320,76
30/08/2019,BTI30Y,DH8D,61
30/08/2019,AME4505,F900,76
30/08/2019,BTI1M2,DH8D,57
30/08/2019,THY9DH,B738,57
30/08/2019,TAY987B,B734,66
30/08/2019,BTI97T,BCS3,56
30/08/2019,BTI443,DH8D,57
30/08/2019,MYX454,A320,43
30/08/2019,RYR4WD,B738,
30/08/2019,BTI401,B733,63
30/08/2019,BTI8KT,DH8D,62
30/08/2019,BTI13G,B733,53
30/08/2019,BTI3G2,DH8D,49
30/08/2019,BTI425,BCS3,64
30/08/2019,BTI25K,B735,59
30/08/2019,BTI31T,DH8D,55
30/08/2019,BTI1R2,B733,47
30/08/2019,BTI74C,DH8D,60
30/08/2019,BTI480,DH8D,61
30/08/2019,UTA715,B735,64
30/08/2019,AFL2683,A320,
30/08/2019,AMQ5M,LJ60,66
30/08/2019,BTI772,BCS3,69
30/08/2019,RYR37FR,B738,55
30/08/2019,BTI1F5,DH8D,
30/08/2019,THY7GB,B738,
30/08/2019,WZZ3TK,A320,53
30/08/2019,BTI9HP,BCS3,60
30/08/2019,BTI34H,DH8D,
30/08/2019,BTI4YE,B733,
30/08/2019,ART251,A320,
30/08/2019,BTI30K,B733,
30/08/2019,BTI448,DH8D,
30/08/2019,RYR4UW,B738,60
30/08/2019,BTI3BJ,BCS3,
30/08/2019,BTI12H,DH8D,
30/08/2019,BTI222,B733,52
30/08/2019,BTI60L,BCS3,55
30/08/2019,BTI1T9,B735,
30/08/2019,RYR6AD,B738,
30/08/2019,BTI402,DH8D,
30/08/2019,UTA716,B735,
30/08/2019,DLH890,A320,53
30/08/2019,BTI1A5,B733,
30/08/2019,BTI8EP,BCS3,
30/08/2019,BTI428,BCS3,
30/08/2019,BTI6RZ,BCS3,57
30/08/2019,RYR26N,B738,
30/08/2019,AFL2100,SU95,69
30/08/2019,BTI7LZ,BCS3,51
30/08/2019,WZZ5FY,A320,
30/08/2019,NAX72R,B738,61
30/08/2019,BTI7QN,BCS3,
30/08/2019,BTI69R,BCS3,62
30/08/2019,BTI6ER,B733,
30/08/2019,BTI412,DH8D,
30/08/2019,BTI4GV,BCS3,64
30/08/2019,NAX8YA,B738,71
30/08/2019,FIN1KE,AT75,62
30/08/2019,BTI683,BCS3,
30/08/2019,DLH891,A320,
30/08/2019,LOT4EW,CRJ9,
30/08/2019,BTI630,BCS3,64
30/08/2019,BTI03K,DH8D,
30/08/2019,BTI34G,DH8D,50
30/08/2019,BTI31J,B733,50
30/08/2019,BTI3KL,DH8D,
30/08/2019,AFL2101,SU95,
30/08/2019,BTI6A2,BCS3,59
30/08/2019,BTI9KV,BCS3,
30/08/2019,NAX9ZE,B738,
30/08/2019,BTI30E,B733,60
30/08/2019,FIN2NP,AT75,
30/08/2019,THY4104,B738,85
30/08/2019,BTI1F6,DH8D,63
30/08/2019,NAX7PA,B738,55
30/08/2019,BTI65T,BCS3,50
30/08/2019,BTI1F7,DH8D,
30/08/2019,RYR2KX,B738,62
30/08/2019,AUI185,E145,70
30/08/2019,BTI31C,DH8D,
30/08/2019,NAX8MT,B738,
30/08/2019,BTI34V,DH8D,
30/08/2019,BTI449,DH8D,68
30/08/2019,BTI03L,DH8D,59
30/08/2019,BTI6BL,BCS3,
30/08/2019,AXY3031,CRJ2,
30/08/2019,RYR86MX,B738,
30/08/2019,BTI84F,BCS3,
30/08/2019,SVW42LX,GLF6,56
30/08/2019,AUI1RI,E145,
30/08/2019,BTI12G,DH8D,85
30/08/2019,THY4105,B738,
30/08/2019,BTI413,DH8D,66
30/08/2019,BTI6D9,BCS3,
30/08/2019,BTI6CV,B733,
30/08/2019,BTI3MD,DH8D,74
30/08/2019,BTI6C3,BCS3,
30/08/2019,BTI16C,B735,67
30/08/2019,WZZ2542,A320,55
30/08/2019,WZZ8HR,A320,68
30/08/2019,BTI429,BCS3,67
30/08/2019,BTI1B6,B733,49
30/08/2019,BTI403,DH8D,50
30/08/2019,FIN8ZE,E190,53
30/08/2019,AHO783P,E35L,56
30/08/2019,BTI433,BCS3,
30/08/2019,BTI6FV,B733,65
30/08/2019,BTI34L,DH8D,61
30/08/2019,LOT781,CRJ9,49
30/08/2019,BTI31B,DH8D,54
30/08/2019,BTI2DF,BCS3,69
30/08/2019,BTI3R6,DH8D,60
30/08/2019,BRU841,E75S,62
30/08/2019,BTI1F8,DH8D,64
30/08/2019,WZZ938,A320,
30/08/2019,BTI223,BCS3,
30/08/2019,FIN2MC,E190,
30/08/2019,NTF68A,M600,101
30/08/2019,BTI483,DH8D,
30/08/2019,BTI84W,DH8D,
30/08/2019,BTI9JT,DH8D,
30/08/2019,BTI1P9,B733,
30/08/2019,WZZ273,A320,
30/08/2019,BRU842,E75S,
30/08/2019,BTI444,DH8D,
30/08/2019,LOT782,CRJ9,
30/08/2019,BTI24X,DH8D,
30/08/2019,BTI404,B735,
30/08/2019,BTI1X9,BCS3,
30/08/2019,BTI69J,DH8D,
30/08/2019,BTI422,BCS3,
30/08/2019,AFL2680,A320,71
30/08/2019,UTA713,B735,63
30/08/2019,PBD959,B738,70
30/08/2019,ART252,A320,99
30/08/2019,BTI48V,BCS3,50
30/08/2019,SRN6911,AT72,
30/08/2019,RYR106H,B738,57
30/08/2019,BCS5781,B752,
30/08/2019,AFL2681,A320,
30/08/2019,UTA714,B735,
30/08/2019,PBD960,B738,
30/08/2019,RYR4YT,B738,60
30/08/2019,RYR8086,B738,
30/08/2019,BTI7CP,DH8D,58
30/08/2019,UZB103,A20N,64
30/08/2019,BTI684,BCS3,53
30/08/2019,BTI434,BCS3,73
30/08/2019,BTI49E,B733,56
30/08/2019,BTI6GB,BCS3,63
30/08/2019,BTI2PG,DH8D,69
30/08/2019,BTI11X,BCS3,68
30/08/2019,BTI468,DH8D,63
30/08/2019,BTI445,DH8D,60
30/08/2019,RYR2D,B738,
30/08/2019,BTI14B,B733,55
30/08/2019,BTI62D,BCS3,53
30/08/2019,BTI79M,DH8D,57
30/08/2019,BTI37D,DH8D,51
30/08/2019,BTI6C4,BCS3,66
30/08/2019,BTI7KJ,B735,68
30/08/2019,BTI4LF,DH8D,61
30/08/2019,BTI3FT,BCS3,67
30/08/2019,BTI4HE,BCS3,64
30/08/2019,BTI4UJ,B733,56
30/08/2019,BTI7TX,B733,54
30/08/2019,BTI15L,DH8D,63
30/08/2019,BTI405,B735,69
30/08/2019,BTI6BM,BCS3,61
30/08/2019,BTI484,DH8D,62
30/08/2019,BTI2J4,DH8D,58
30/08/2019,AUI187,E145,68
30/08/2019,BTI224,BCS3,60
30/08/2019,BTI423,BCS3,65
30/08/2019,BTI8HM,BCS3,62
30/08/2019,BTI3LR,B733,
30/08/2019,BTI724,BCS3,
30/08/2019,BTI32B,BCS3,
30/08/2019,WZZ371,A320,59
30/08/2019,BTI3U9,DH8D,
30/08/2019,BTI35Z,DH8D,
30/08/2019,BTI456,B733,
30/08/2019,BTI611,BCS3,
30/08/2019,DLH892,A20N,66
30/08/2019,BTI454,DH8D,
30/08/2019,BTI03Q,DH8D,
30/08/2019,BTI426,BCS3,
30/08/2019,BTI446,BCS3,
30/08/2019,BTI406,DH8D,
30/08/2019,UZB104,A20N,
30/08/2019,BTI408,DH8D,
30/08/2019,BTI67G,BCS3,
30/08/2019,AFL2118,SU95,77
30/08/2019,LOT87G,CRJ9,77
30/08/2019,BTI410,B735,
30/08/2019,WZZ890,A320,67
30/08/2019,AFL2119,SU95,
31/08/2019,MYX9421,A320,
31/08/2019,ART261,A320,
31/08/2019,BTI409,DH8D,72
31/08/2019,BTI8HN,BCS3,61
31/08/2019,AUI188,E145,
31/08/2019,BTI447,BCS3,77
31/08/2019,BTI3WX,DH8D,67
31/08/2019,LOT79M,CRJ9,
31/08/2019,BTI03X,DH8D,63
31/08/2019,BTI35T,DH8D,60
31/08/2019,DLH893,A20N,
31/08/2019,BTI32M,BCS3,24
31/08/2019,BTI612,BCS3,57
31/08/2019,BTI455,DH8D,67
31/08/2019,BTI427,BCS3,62
31/08/2019,BTI6BA,DH8D,61
31/08/2019,BTI36V,BCS3,58
31/08/2019,BTI411,B735,63
31/08/2019,BTI407,DH8D,66
31/08/2019,WZZ4AL,A320,
31/08/2019,BTI35G,B733,61
31/08/2019,BTI725,BCS3,62
31/08/2019,BTI457,B733,62
31/08/2019,BTI479,BCS3,
31/08/2019,BTI400,B735,
31/08/2019,BTI416,B733,
31/08/2019,BTI2NY,DH8D,
31/08/2019,BTI74A,BCS3,
31/08/2019,BTI60K,BCS3,
31/08/2019,BTI24E,DH8D,
31/08/2019,BTI424,BCS3,
31/08/2019,BTI3ZB,DH8D,
31/08/2019,BTI8GJ,BCS3,
31/08/2019,BTI8LQ,BCS3,
31/08/2019,BTI6RV,BCS3,
31/08/2019,BTI7PY,BCS3,
31/08/2019,BTI221,BCS3,
31/08/2019,BTI629,BCS3,
31/08/2019,BTI31G,B735,
31/08/2019,BTI1M1,BCS3,
31/08/2019,BTI15P,B733,
31/08/2019,BTI30W,DH8D,
31/08/2019,BTI442,DH8D,
31/08/2019,BTI6G1,BCS3,
31/08/2019,WZZ8RU,A320,
31/08/2019,TIE654P,BE40,86
31/08/2019,FIN3PU,E190,59
31/08/2019,RYR711R,B738,57
31/08/2019,FIN1RM,E190,
31/08/2019,TIE654P,BE40,
31/08/2019,RYR30BU,B738,67
31/08/2019,BTI13F,DH8D,
31/08/2019,RYR924,B738,
31/08/2019,BTI443,DH8D,64
31/08/2019,RYR8257,B738,
31/08/2019,BTI30Y,DH8D,58
31/08/2019,BTI1M2,BCS3,63
31/08/2019,RYR5MQ,B738,60
31/08/2019,BTI401,B735,64
31/08/2019,BTI8KT,DH8D,70
31/08/2019,BTI3G2,DH8D,49
31/08/2019,BTI480,BCS3,54
31/08/2019,BTI97T,BCS3,56
31/08/2019,AXG3113,C750,
31/08/2019,BTI74C,DH8D,61
31/08/2019,AFL2682,A320,63
31/08/2019,BTI1R2,B733,58
31/08/2019,RYR4WD,B738,
31/08/2019,HBJGQ,CL30,67
31/08/2019,BTI31T,B735,62
31/08/2019,BTI25K,DH8D,58
31/08/2019,UTA715,B735,63
31/08/2019,AHO762Q,E35L,
31/08/2019,T7OIL,GALX,
31/08/2019,BTI9HP,BCS3,62
31/08/2019,BTI417,B733,54
31/08/2019,WZZ3TK,A320,70
31/08/2019,BTI425,BCS3,73
31/08/2019,BTI4YE,DH8D,
31/08/2019,AFL2683,A320,
31/08/2019,BTI34H,DH8D,
31/08/2019,RYR4UW,B738,65
31/08/2019,BTI222,BCS3,86
31/08/2019,BTI60L,BCS3,61
31/08/2019,BTI402,DH8D,
31/08/2019,BTI1T9,B735,
31/08/2019,HBJGQ,CL30,
31/08/2019,ART262,A320,67
31/08/2019,BTI1A5,DH8D,
31/08/2019,BTI491,B733,
31/08/2019,UTA716,B735,
31/08/2019,BTI6RZ,BCS3,54
31/08/2019,WZZ220,A320,
31/08/2019,BTI448,B733,
31/08/2019,BTI30K,BCS3,
31/08/2019,LOT7LK,CRJ7,61
31/08/2019,BTI7LZ,BCS3,53
31/08/2019,DLH890,A20N,57
31/08/2019,BTI2HU,BCS3,
31/08/2019,BTI8KA,BCS3,
31/08/2019,RYR26N,B738,
31/08/2019,BTI428,BCS3,
31/08/2019,BTI37F,DH8D,
31/08/2019,BTI6ER,B735,
31/08/2019,FIN1KE,AT75,59
31/08/2019,WZZ463,A320,66
31/08/2019,BTI69R,BCS3,56
31/08/2019,BTI683,BCS3,
31/08/2019,BTI79Z,BCS3,
31/08/2019,BTI03K,DH8D,
31/08/2019,LOT4EW,CRJ7,
31/08/2019,MYX461,A320,
31/08/2019,DLH891,A20N,
31/08/2019,BTI13G,DH8D,60
31/08/2019,BTI9802,BCS3,61
31/08/2019,WZZ6279,A320,62
31/08/2019,BTI34G,DH8D,54
31/08/2019,BTI65T,BCS3,58
31/08/2019,AFL2100,SU95,73
31/08/2019,FIN2NP,AT75,
31/08/2019,BTI3P5,DH8D,
31/08/2019,BTI7768,BCS3,75
31/08/2019,BTI31J,DH8D,53
31/08/2019,AMQ5M,LJ60,62
31/08/2019,WZZ6280,A320,
31/08/2019,BTI44T,BCS3,
31/08/2019,BTI31C,DH8D,
31/08/2019,BTI7719,BCS3,
31/08/2019,AFL2101,SU95,
31/08/2019,BTI9PG,B733,
31/08/2019,RYR4372,B738,76
31/08/2019,BTI6BL,BCS3,138
31/08/2019,BTI6BL,BCS3,
31/08/2019,BTI449,B733,61
31/08/2019,BTI2BZ,DH8D,61
31/08/2019,BTI34V,DH8D,
31/08/2019,BTI695,BCS3,
31/08/2019,BTI627,BCS3,
31/08/2019,RYR90GC,B738,
31/08/2019,BTI403,DH8D,62
31/08/2019,BTI6D9,BCS3,
31/08/2019,BTI16C,B735,57
31/08/2019,WZZ1541,A320,
31/08/2019,BTI659,B733,
31/08/2019,BTI1J7,DH8D,
31/08/2019,BTI6JK,BCS3,
31/08/2019,BTI6FV,B735,56
31/08/2019,BTI492,B733,56
31/08/2019,BTI3R6,DH8D,54
31/08/2019,BRU841,CRJ2,54
31/08/2019,LOT781,CRJ9,69
31/08/2019,FIN8ZE,AT75,35
31/08/2019,BTI31B,DH8D,54
31/08/2019,DCAWK,C68A,44
31/08/2019,BTI34L,DH8D,56
31/08/2019,FIN2MC,AT75,
31/08/2019,BTI1B6,DH8D,59
31/08/2019,BTI9JT,DH8D,
31/08/2019,BTI24X,DH8D,
31/08/2019,LOT782,CRJ9,
31/08/2019,BTI1P9,DH8D,
31/08/2019,BTI4ZK,B735,
31/08/2019,BTI1X9,DH8D,
31/08/2019,BTI15M,B733,
31/08/2019,BTI422,BCS3,
31/08/2019,BTI444,DH8D,
31/08/2019,BTI2WT,B735,
31/08/2019,THY54P,B738,69
31/08/2019,WZZ97,A320,65
31/08/2019,AFL2680,A320,46
31/08/2019,UTA713,B735,74
31/08/2019,RYR9UB,B738,43
31/08/2019,WZZ1060,A320,58
31/08/2019,AFL2681,A320,
31/08/2019,RYR90QK,B738,55
31/08/2019,RYR82UE,B738,
31/08/2019,RYR4YT,B738,54
31/08/2019,BTI72K,BCS3,65
31/08/2019,UTA714,B735,
31/08/2019,BTI11X,DH8D,49
31/08/2019,BTI3KB,BCS3,54
31/08/2019,BTI4TV,B733,56
31/08/2019,BTI79M,B735,62
31/08/2019,BTI445,DH8D,44
31/08/2019,BTI37D,DH8D,61
31/08/2019,AUI187,E145,67
31/08/2019,WZZ938,A320,
31/08/2019,MYX462,A320,74
31/08/2019,BTI684,BCS3,65
31/08/2019,RYR38YL,B738,
31/08/2019,BTI628,BCS3,75
31/08/2019,BTI1J8,DH8D,66
31/08/2019,BTI14B,DH8D,72
31/08/2019,BTI62D,BCS3,55
31/08/2019,BTI7KJ,BCS3,63
31/08/2019,BTI15L,B733,67
31/08/2019,BTI660,B733,66
31/08/2019,BTI97H,BCS3,61
31/08/2019,BTI2MZ,BCS3,70
31/08/2019,BTI423,BCS3,56
31/08/2019,BTI7720,BCS3,62
31/08/2019,BTI657,BCS3,
31/08/2019,BTI32B,BCS3,
31/08/2019,BTI3U9,DH8D,
31/08/2019,BTI3LR,B733,
31/08/2019,RYR4096,B738,44
31/08/2019,BTI35Z,DH8D,
31/08/2019,BTI446,B735,
31/08/2019,BTI426,BCS3,
31/08/2019,BTI03Q,DH8D,
31/08/2019,BTI408,DH8D,
31/08/2019,BTI771,BCS3,
31/08/2019,DLH892,A20N,60
31/08/2019,BTI6BM,BCS3,60
31/08/2019,RYR2MB,B738,
31/08/2019,AFL2118,SU95,85
